image,predicted_focus,manual_result,manual_note
WIN_20260610_17_09_43_Pro.jpg,,,
WIN_20260610_17_09_45_Pro.jpg,,,
WIN_20260610_17_09_49_Pro.jpg,,,
WIN_20260610_17_10_03_Pro.jpg,,,
WIN_20260610_17_10_10_Pro.jpg,,,
WIN_20260610_17_10_12_Pro.jpg,,,
WIN_20260610_17_10_49_Pro.jpg,,,
WIN_20260610_17_10_52_Pro.jpg,,,
WIN_20260610_17_12_23_Pro.jpg,,,
WIN_20260610_17_12_25_Pro.jpg,,,
WIN_20260610_17_12_27_Pro.jpg,,,
WIN_20260610_17_12_39_Pro.jpg,,,
WIN_20260610_17_12_42_Pro.jpg,,,
WIN_20260610_17_12_44_Pro.jpg,,,
WIN_20260610_17_12_46_Pro.jpg,,,
WIN_20260610_17_12_49_Pro.jpg,,,
